ID_PESQUISA;DATA_PESQUISA;MUNICÍPIO;ESTADO;INTENÇÃO DE VOTO
P4;25/09/2022;Concórdia do Pará;PA;B
P4;25/09/2022;Canudos;BA;B
P4;25/09/2022;Livramento de Nossa Senhora;BA;A
P4;25/09/2022;Acaraú;CE;B
P4;25/09/2022;Rio das Ostras;RJ;B
P4;25/09/2022;Guarujá;SP;A
P4;25/09/2022;Lambari D'Oeste;MT;B
P4;25/09/2022;Goianésia;GO;A
P4;25/09/2022;Pilar de Goiás;GO;B
P4;25/09/2022;Santana;AP;A
P4;25/09/2022;Linhares;ES;A
P4;25/09/2022;São Simão;GO;B
P4;25/09/2022;Rio de Janeiro;RJ;A
P4;25/09/2022;Rio Verde;GO;A
P4;25/09/2022;Rio Preto da Eva;AM;B
P4;25/09/2022;Formosa;GO;A
P4;25/09/2022;Olinda;PE;A
P4;25/09/2022;Ponte Branca;MT;B
P4;25/09/2022;Rio das Ostras;RJ;A
P4;25/09/2022;Manaus;AM;A
P4;25/09/2022;Lagoa Santa;MG;B
P4;25/09/2022;Brasília;DF;A
P4;25/09/2022;Aracruz;ES;B
P4;25/09/2022;Aquidabã;SE;A
P4;25/09/2022;Tramandaí;RS;B
P4;25/09/2022;Manaquiri;AM;B
P4;25/09/2022;Pacaraima;RR;B
P4;25/09/2022;Joaçaba;SC;B
P4;25/09/2022;Boa Vista;RR;B
P4;25/09/2022;Cotriguaçu;MT;B
P4;25/09/2022;São Gonçalo;RJ;B
P4;25/09/2022;São Roque do Canaã;ES;B
P4;25/09/2022;São Luís;MA;A
P4;25/09/2022;Tartarugalzinho;AP;B
P4;25/09/2022;Boa Vista;RR;A
P4;25/09/2022;São José dos Basílios;MA;A
P4;25/09/2022;Várzea Grande;MT;B
P4;25/09/2022;Guaraí;TO;B
P4;25/09/2022;Manaus;AM;B
P4;25/09/2022;Aloândia;GO;B
P4;25/09/2022;São Gonçalo do Amarante;RN;B
P4;25/09/2022;Wanderlândia;TO;A
P4;25/09/2022;Bocaina de Minas;MG;B
P4;25/09/2022;Cariacica;ES;A
P4;25/09/2022;Passo Fundo;RS;A
P4;25/09/2022;Serranos;MG;B
P4;25/09/2022;Jericó;PB;B
P4;25/09/2022;Boa Vista;RR;B
P4;25/09/2022;Alto Paraguai;MT;B
P4;25/09/2022;Joaçaba;SC;A
P4;25/09/2022;Amarante;PI;B
P4;25/09/2022;Terra Roxa;PR;B
P4;25/09/2022;São Simão;GO;A
P4;25/09/2022;Anicuns;GO;B
P4;25/09/2022;Doutor Severiano;RN;A
P4;25/09/2022;Maceió;AL;A
P4;25/09/2022;Laranjal do Jari;AP;B
P4;25/09/2022;Colinas do Tocantins;TO;A
P4;25/09/2022;Ituiutaba;MG;B
P4;25/09/2022;Doutor Severiano;RN;A
P4;25/09/2022;Alto Alegre;RR;B
P4;25/09/2022;Amajari;RR;B
P4;25/09/2022;Campo Grande;MS;B
P4;25/09/2022;Belo Horizonte;MG;B
P4;25/09/2022;Sentinela do Sul;RS;A
P4;25/09/2022;Ponta Grossa;PR;B
P4;25/09/2022;Brasília;DF;B
P4;25/09/2022;Montes Claros;MG;B
P4;25/09/2022;Porto Walter;AC;B
P4;25/09/2022;Moju;PA;B
P4;25/09/2022;Barro Alto;GO;B
P4;25/09/2022;Paraíso do Tocantins;TO;A
P4;25/09/2022;Sapucaia do Sul;RS;A
P4;25/09/2022;São José do Divino;PI;A
P4;25/09/2022;Brasília;DF;B
P4;25/09/2022;Belo Jardim;PE;B
P4;25/09/2022;Talismã;TO;A
P4;25/09/2022;Paulista;PE;A
P4;25/09/2022;Jaraguari;MS;A
P4;25/09/2022;Tanque do Piauí;PI;B
P4;25/09/2022;Palmeirina;PE;A
P4;25/09/2022;Brasília;DF;B
P4;25/09/2022;Planalto Alegre;SC;B
P4;25/09/2022;Vassouras;RJ;B
P4;25/09/2022;Ibimirim;PE;A
P4;25/09/2022;Tanque do Piauí;PI;A
P4;25/09/2022;Olivedos;PB;A
P4;25/09/2022;Cruzeiro do Sul;AC;A
P4;25/09/2022;Imperatriz;MA;A
P4;25/09/2022;Camapuã;MS;A
P4;25/09/2022;Ponta Grossa;PR;A
P4;25/09/2022;Santana;AP;B
P4;25/09/2022;Manaus;AM;B
P4;25/09/2022;Cariacica;ES;B
P4;25/09/2022;São Luís do Quitunde;AL;A
P4;25/09/2022;Mariópolis;PR;B
P4;25/09/2022;Quixaba;PE;B
P4;25/09/2022;Lagoinha do Piauí;PI;A
P4;25/09/2022;Piacatu;SP;B
P4;25/09/2022;Chapada da Natividade;TO;B
P4;25/09/2022;Rochedo;MS;A
P4;25/09/2022;Miranda;MS;A
P4;25/09/2022;Macapá;AP;A
P4;25/09/2022;Laranjal do Jari;AP;A
P4;25/09/2022;Riachão do Jacuípe;BA;A
P4;25/09/2022;Itapeva;SP;B
P4;25/09/2022;Ourilândia do Norte;PA;A
P4;25/09/2022;Guajará;AM;A
P4;25/09/2022;Vale do Paraíso;RO;B
P4;25/09/2022;Iracema;RR;B
P4;25/09/2022;São Luís;MA;A
P4;25/09/2022;Jaru;RO;B
P4;25/09/2022;Nossa Senhora de Lourdes;SE;B
P4;25/09/2022;Japoatã;SE;B
P4;25/09/2022;Maceió;AL;B
P4;25/09/2022;São Rafael;RN;A
P4;25/09/2022;Rio Largo;AL;B
P4;25/09/2022;Maceió;AL;A
P4;25/09/2022;Lages;SC;B
P4;25/09/2022;Monte Alegre;PA;B
P4;25/09/2022;Palmas;TO;B
P4;25/09/2022;Marco;CE;A
P4;25/09/2022;Alto Alegre;RR;B
P4;25/09/2022;Luís Gomes;RN;A
P4;25/09/2022;Viamão;RS;A
P4;25/09/2022;Umarizal;RN;B
P4;25/09/2022;Cachoeirinha;PE;B
P4;25/09/2022;Ibirajuba;PE;B
P4;25/09/2022;Alto Paraíso;RO;A
P4;25/09/2022;Boa Vista;RR;B
P4;25/09/2022;Rio de Janeiro;RJ;A
P4;25/09/2022;Rio de Janeiro;RJ;B
P4;25/09/2022;Recife;PE;B
P4;25/09/2022;Quixaba;PE;A
P4;25/09/2022;Paty do Alferes;RJ;A
P4;25/09/2022;Poço Redondo;SE;B
P4;25/09/2022;Tarrafas;CE;B
P4;25/09/2022;Tanque do Piauí;PI;A
P4;25/09/2022;Itaberaba;BA;A
P4;25/09/2022;Fortaleza;CE;A
P4;25/09/2022;Dourados;MS;B
P4;25/09/2022;Feira Grande;AL;B
P4;25/09/2022;Mari;PB;B
P4;25/09/2022;Cachoeiro de Itapemirim;ES;B
P4;25/09/2022;Caucaia;CE;A
P4;25/09/2022;Tupãssi;PR;B
P4;25/09/2022;Benevides;PA;B
P4;25/09/2022;Itaquitinga;PE;A
P4;25/09/2022;Camapuã;MS;B
P4;25/09/2022;Codó;MA;A
P4;25/09/2022;São José do Goiabal;MG;B
P4;25/09/2022;Rio de Janeiro;RJ;B
P4;25/09/2022;Uberlândia;MG;A
P4;25/09/2022;Maceió;AL;B
P4;25/09/2022;Vila Velha;ES;B
P4;25/09/2022;Jericó;PB;A
P4;25/09/2022;Caetanos;BA;B
P4;25/09/2022;Palmas;TO;A
P4;25/09/2022;Caiçara do Rio do Vento;RN;B
P4;25/09/2022;Campina do Simão;PR;B
P4;25/09/2022;Maragogi;AL;B
P4;25/09/2022;Eunápolis;BA;A
P4;25/09/2022;Forquilha;CE;A
P4;25/09/2022;Rio das Ostras;RJ;B
P4;25/09/2022;São Joaquim;SC;B
P4;25/09/2022;Porto Grande;AP;A
P4;25/09/2022;Prata;PB;B
P4;25/09/2022;Cuiabá;MT;B
P4;25/09/2022;Gurupi;TO;A
P4;25/09/2022;Santa Rita do Sapucaí;MG;B
P4;25/09/2022;Aquidabã;SE;A
P4;25/09/2022;Talismã;TO;B
P4;25/09/2022;Feijó;AC;B
P4;25/09/2022;Rorainópolis;RR;B
P4;25/09/2022;Carmolândia;TO;A
P4;25/09/2022;Aparecida do Taboado;MS;B
P4;25/09/2022;Laranjal do Jari;AP;A
P4;25/09/2022;Brasília;DF;A
P4;25/09/2022;Tanque do Piauí;PI;A
P4;25/09/2022;Rio Branco;MT;A
P4;25/09/2022;Macapá;AP;A
P4;25/09/2022;Cariacica;ES;B
P4;25/09/2022;Pimenta Bueno;RO;B
P4;25/09/2022;Presidente Vargas;MA;B
P4;25/09/2022;Tanque do Piauí;PI;B
P4;25/09/2022;Curitiba;PR;B
P4;25/09/2022;Coruripe;AL;B
P4;25/09/2022;Mossoró;RN;A
P4;25/09/2022;Laranjal do Jari;AP;B
P4;25/09/2022;Xapuri;AC;A
P4;25/09/2022;Terra Boa;PR;B
P4;25/09/2022;Porto Alegre do Tocantins;TO;A
P4;25/09/2022;Igreja Nova;AL;B
P4;25/09/2022;Belém;PA;A
P4;25/09/2022;Naviraí;MS;B
P4;25/09/2022;Jaraguá do Sul;SC;A
P4;25/09/2022;Palmeira d'Oeste;SP;B
P4;25/09/2022;Boa Vista;RR;B
P4;25/09/2022;Lagarto;SE;A
P4;25/09/2022;Calçoene;AP;A
P4;25/09/2022;Batatais;SP;B
P4;25/09/2022;São Lourenço da Mata;PE;B
P4;25/09/2022;Porto Velho;RO;A
P4;25/09/2022;Jundiá;AL;A
P4;25/09/2022;Jussara;BA;B
P4;25/09/2022;Itaberaba;BA;B
P4;25/09/2022;Caratinga;MG;A
P4;25/09/2022;Alto Alegre;RR;A
P4;25/09/2022;Brasília;DF;A
P4;25/09/2022;Pimenta Bueno;RO;B
P4;25/09/2022;Ibirama;SC;B
P4;25/09/2022;Japaratuba;SE;B
P4;25/09/2022;Porto Estrela;MT;A
P4;25/09/2022;Jijoca de Jericoacoara;CE;A
P4;25/09/2022;Brejo do Piauí;PI;B
P4;25/09/2022;São Miguel Arcanjo;SP;B
P4;25/09/2022;Limoeiro de Anadia;AL;B
P4;25/09/2022;Petrópolis;RJ;B
P4;25/09/2022;Bernardo Sayão;TO;A
P4;25/09/2022;Cristalândia do Piauí;PI;A
P4;25/09/2022;Rio do Pires;BA;A
P4;25/09/2022;Campo Grande;MS;A
P4;25/09/2022;Santana do Acaraú;CE;A
P4;25/09/2022;Cruzmaltina;PR;A
P4;25/09/2022;Aparecida de Goiânia;GO;A
P4;25/09/2022;Nova Soure;BA;B
P4;25/09/2022;Boa Vista;RR;B
P4;25/09/2022;Boa Vista;RR;B
P4;25/09/2022;Dois Irmãos do Tocantins;TO;B
P4;25/09/2022;Barcarena;PA;B
P4;25/09/2022;Brasília;DF;A
P4;25/09/2022;Capixaba;AC;B
P4;25/09/2022;Brasília;DF;B
P4;25/09/2022;Camamu;BA;A
P4;25/09/2022;Brasília;DF;B
P4;25/09/2022;Vila Flor;RN;A
P4;25/09/2022;Guaíba;RS;B
P4;25/09/2022;Cumbe;SE;A
P4;25/09/2022;Camapuã;MS;A
P4;25/09/2022;Rondonópolis;MT;A
P4;25/09/2022;Rio Grande;RS;B
P4;25/09/2022;Aracaju;SE;A
P4;25/09/2022;Porto Alegre do Tocantins;TO;A
P4;25/09/2022;Canguçu;RS;A
P4;25/09/2022;Senador Sá;CE;B
P4;25/09/2022;Flor do Sertão;SC;B
P4;25/09/2022;Wenceslau Guimarães;BA;A
P4;25/09/2022;Itapeva;SP;B
P4;25/09/2022;Rolim de Moura;RO;A
P4;25/09/2022;Natal;RN;A
P4;25/09/2022;Gado Bravo;PB;A
P4;25/09/2022;Paraibano;MA;B
P4;25/09/2022;Caracol;MS;A
P4;25/09/2022;Niquelândia;GO;B
P4;25/09/2022;Rondonópolis;MT;A
P4;25/09/2022;Porto Alegre;RS;B
P4;25/09/2022;Inocência;MS;B
P4;25/09/2022;Três Lagoas;MS;A
P4;25/09/2022;Porto Walter;AC;B
P4;25/09/2022;Vila Valério;ES;A
P4;25/09/2022;Areia Branca;SE;A
P4;25/09/2022;Santa Leopoldina;ES;A
P4;25/09/2022;Sucupira;TO;B
P4;25/09/2022;Paragominas;PA;B
P4;25/09/2022;São Paulo;SP;A
P4;25/09/2022;Gurupi;TO;A
P4;25/09/2022;São Miguel do Guamá;PA;A
P4;25/09/2022;Maracaju;MS;B
P4;25/09/2022;Nova Ipixuna;PA;A
P4;25/09/2022;Goianésia;GO;B
P4;25/09/2022;Itaubal;AP;A
P4;25/09/2022;Casa Branca;SP;A
P4;25/09/2022;Boa Vista;RR;B
P4;25/09/2022;Amaturá;AM;A
P4;25/09/2022;Santana;AP;A
P4;25/09/2022;Içara;SC;A
P4;25/09/2022;Pilõezinhos;PB;B
P4;25/09/2022;Maracanaú;CE;A
P4;25/09/2022;Sombrio;SC;B
P4;25/09/2022;Juína;MT;B
P4;25/09/2022;Cachoeiro de Itapemirim;ES;A
P4;25/09/2022;Cruzmaltina;PR;B
P4;25/09/2022;Santa Cruz do Sul;RS;A
P4;25/09/2022;Glória do Goitá;PE;A
P4;25/09/2022;Carrasco Bonito;TO;A
P4;25/09/2022;Guaraí;TO;A
P4;25/09/2022;Timbó Grande;SC;B
P4;25/09/2022;Paracatu;MG;A
P4;25/09/2022;Igarapé Grande;MA;B
P4;25/09/2022;Caraguatatuba;SP;A
P4;25/09/2022;Aquidabã;SE;A
P4;25/09/2022;Aracaju;SE;A
P4;25/09/2022;Brasília;DF;A
P4;25/09/2022;Laranja da Terra;ES;A
P4;25/09/2022;Castelo;ES;A
P4;25/09/2022;Talismã;TO;B
P4;25/09/2022;Buíque;PE;A
P4;25/09/2022;Brasilândia do Tocantins;TO;B
P4;25/09/2022;Feira da Mata;BA;A
P4;25/09/2022;Linhares;ES;A
P4;25/09/2022;Manaus;AM;A
P4;25/09/2022;Serra;ES;A
P4;25/09/2022;Xanxerê;SC;B
P4;25/09/2022;Arvorezinha;RS;B
P4;25/09/2022;Camapuã;MS;A
P4;25/09/2022;Santana do Ipanema;AL;A
P4;25/09/2022;Arauá;SE;A
P4;25/09/2022;Tanque do Piauí;PI;A
P4;25/09/2022;Santa Luzia;MG;B
P4;25/09/2022;Laranjal do Jari;AP;A
P4;25/09/2022;Contagem;MG;B
P4;25/09/2022;Porto Walter;AC;A
P4;25/09/2022;Brasília;DF;B
P4;25/09/2022;Boa Vista;RR;A
P4;25/09/2022;Itaubal;AP;B
P4;25/09/2022;Palmas de Monte Alto;BA;A
P4;25/09/2022;Campos Novos;SC;B
P4;25/09/2022;Galinhos;RN;A
P4;25/09/2022;Jordão;AC;B
P4;25/09/2022;Igreja Nova;AL;B
P4;25/09/2022;Arapiraca;AL;B
P4;25/09/2022;Guajará-Mirim;RO;B
P4;25/09/2022;Pinhalzinho;SC;B
P4;25/09/2022;Juara;MT;B
P4;25/09/2022;Santa Isabel;SP;A
P4;25/09/2022;Vila Valério;ES;A
P4;25/09/2022;Ipiaú;BA;A
P4;25/09/2022;Belo Horizonte;MG;A
P4;25/09/2022;Manaus;AM;B
P4;25/09/2022;Brasília;DF;A
P4;25/09/2022;Varjota;CE;B
P4;25/09/2022;Bataguassu;MS;B
P4;25/09/2022;Moju;PA;A
P4;25/09/2022;Manaus;AM;A
P4;25/09/2022;Jericó;PB;A
P4;25/09/2022;Bezerros;PE;A
P4;25/09/2022;Costa Rica;MS;B
P4;25/09/2022;Alto Alegre;RR;A
P4;25/09/2022;Paulista;PE;A
P4;25/09/2022;Salinas da Margarida;BA;B
P4;25/09/2022;Palmeirópolis;TO;A
P4;25/09/2022;Maceió;AL;A
P4;25/09/2022;Frei Paulo;SE;B
P4;25/09/2022;Divina Pastora;SE;A
P4;25/09/2022;Brejetuba;ES;A
P4;25/09/2022;Nilópolis;RJ;B
P4;25/09/2022;Carmo do Paranaíba;MG;A
P4;25/09/2022;Alpestre;RS;B
P4;25/09/2022;Itapetim;PE;A
P4;25/09/2022;São Félix do Araguaia;MT;B
P4;25/09/2022;Placas;PA;B
P4;25/09/2022;Curuçá;PA;A
P4;25/09/2022;Ipixuna do Pará;PA;A
P4;25/09/2022;Timbiras;MA;B
P4;25/09/2022;Alto Paraíso;RO;B
P4;25/09/2022;Amambai;MS;B
P4;25/09/2022;Ubaporanga;MG;A
P4;25/09/2022;Três Lagoas;MS;B
P4;25/09/2022;Brejetuba;ES;B
P4;25/09/2022;Ribeirão Pires;SP;B
P4;25/09/2022;Tanque do Piauí;PI;B
P4;25/09/2022;Escada;PE;A
P4;25/09/2022;Paulo Ramos;MA;A
P4;25/09/2022;Boa Vista;RR;A
P4;25/09/2022;Porto Walter;AC;B
P4;25/09/2022;Porto Velho;RO;B
P4;25/09/2022;Araucária;PR;A
P4;25/09/2022;João Pessoa;PB;A
P4;25/09/2022;Laranjal do Jari;AP;A
P4;25/09/2022;Amambai;MS;B
P4;25/09/2022;Vilhena;RO;B
P4;25/09/2022;Porto Velho;RO;B
P4;25/09/2022;Laranjal do Jari;AP;A
P4;25/09/2022;Goiânia;GO;A
P4;25/09/2022;Pimenta Bueno;RO;B
P4;25/09/2022;Jenipapo dos Vieiras;MA;A
P4;25/09/2022;Belém;PA;B
P4;25/09/2022;Itagi;BA;A
P4;25/09/2022;Garuva;SC;B
P4;25/09/2022;Rubiataba;GO;B
P4;25/09/2022;Serra;ES;B
P4;25/09/2022;São Sebastião do Alto;RJ;B
P4;25/09/2022;Brasília;DF;A
P4;25/09/2022;Curitiba;PR;B
P4;25/09/2022;Laranjal do Jari;AP;A
P4;25/09/2022;Caroebe;RR;B
P4;25/09/2022;Boa Vista do Ramos;AM;A
P4;25/09/2022;Rosário;MA;A
P4;25/09/2022;Grajaú;MA;B
P4;25/09/2022;Manoel Urbano;AC;B
P4;25/09/2022;Conde;PB;B
P4;25/09/2022;Rio Branco;AC;B
P4;25/09/2022;Itaeté;BA;B
P4;25/09/2022;Manaquiri;AM;A
P4;25/09/2022;Londrina;PR;A
P4;25/09/2022;Aquidabã;SE;A
P4;25/09/2022;Araguatins;TO;B
P4;25/09/2022;Manaquiri;AM;B
P4;25/09/2022;Foz do Iguaçu;PR;A
P4;25/09/2022;São João do Arraial;PI;B
P4;25/09/2022;Corumbá;MS;B
P4;25/09/2022;Uirapuru;GO;B
P4;25/09/2022;Aparecida do Taboado;MS;B
P4;25/09/2022;Macapá;AP;A
P4;25/09/2022;Costa Rica;MS;B
P4;25/09/2022;Vila Velha;ES;A
P4;25/09/2022;Natal;RN;A
P4;25/09/2022;Primeira Cruz;MA;B
P4;25/09/2022;Brasília;DF;B
P4;25/09/2022;Rio de Janeiro;RJ;A
P4;25/09/2022;Varjão de Minas;MG;B
P4;25/09/2022;Catuípe;RS;B
P4;25/09/2022;Arapeí;SP;B
P4;25/09/2022;Maceió;AL;B
P4;25/09/2022;Passos Maia;SC;A
P4;25/09/2022;Alto Alegre;RR;B
P4;25/09/2022;Petrolândia;SC;B
P4;25/09/2022;Tubarão;SC;B
P4;25/09/2022;Barra do Rocha;BA;A
P4;25/09/2022;Porto Walter;AC;B
P4;25/09/2022;Brasnorte;MT;B
P4;25/09/2022;Brasília;DF;A
P4;25/09/2022;Goiânia;GO;B
P4;25/09/2022;Alto Alegre;RR;B
P4;25/09/2022;Rio de Janeiro;RJ;A
P4;25/09/2022;Marabá;PA;B
P4;25/09/2022;Maranguape;CE;B
P4;25/09/2022;Pedro Gomes;MS;B
P4;25/09/2022;Recife;PE;A
P4;25/09/2022;Betânia;PE;B
P4;25/09/2022;São Cristóvão;SE;B
P4;25/09/2022;Rio das Ostras;RJ;B
P4;25/09/2022;Macapá;AP;B
P4;25/09/2022;Arapiraca;AL;B
P4;25/09/2022;Nossa Senhora das Dores;SE;A
P4;25/09/2022;Guajará-Mirim;RO;A
P4;25/09/2022;Porto Walter;AC;A
P4;25/09/2022;São João do Sabugi;RN;A
P4;25/09/2022;Campo Grande;MS;A
P4;25/09/2022;Governador Archer;MA;A
P4;25/09/2022;Aracaju;SE;B
P4;25/09/2022;Cotriguaçu;MT;B
P4;25/09/2022;Talismã;TO;B
P4;25/09/2022;Novo Cabrais;RS;B
P4;25/09/2022;Goianésia;GO;B
P4;25/09/2022;Salvador;BA;A
P4;25/09/2022;Rio Quente;GO;A
P4;25/09/2022;Vitória do Mearim;MA;A
P4;25/09/2022;Niterói;RJ;B
P4;25/09/2022;Boquira;BA;A
P4;25/09/2022;Petrolândia;PE;A
P4;25/09/2022;Centro do Guilherme;MA;A
P4;25/09/2022;Várzea Grande;MT;B
P4;25/09/2022;Belmiro Braga;MG;B
P4;25/09/2022;Passagem;RN;B
P4;25/09/2022;Jaguaré;ES;B
P4;25/09/2022;João Pessoa;PB;A
P4;25/09/2022;Nova Brasilândia D'Oeste;RO;B
P4;25/09/2022;Rio Formoso;PE;B
P4;25/09/2022;São Joaquim;SC;B
P4;25/09/2022;Professor Jamil;GO;B
P4;25/09/2022;Macapá;AP;B
P4;25/09/2022;Carlos Barbosa;RS;A
P4;25/09/2022;Brasília;DF;B
P4;25/09/2022;Tigrinhos;SC;B
P4;25/09/2022;Itaquitinga;PE;B
P4;25/09/2022;Quebrangulo;AL;A
P4;25/09/2022;Tangará da Serra;MT;A
P4;25/09/2022;Guarulhos;SP;B
P4;25/09/2022;Guaraí;TO;A
P4;25/09/2022;Ji-Paraná;RO;B
P4;25/09/2022;Mococa;SP;B
P4;25/09/2022;Osasco;SP;B
P4;25/09/2022;Cruzeiro do Sul;AC;B
P4;25/09/2022;Cassilândia;MS;A
P4;25/09/2022;Atalaia;PR;B
P4;25/09/2022;Itaguaçu;ES;A
P4;25/09/2022;Itapiratins;TO;A
P4;25/09/2022;Brasília;DF;A
P4;25/09/2022;Poço Redondo;SE;B
P4;25/09/2022;Vila Velha;ES;B
P4;25/09/2022;Mirassol d'Oeste;MT;B
P4;25/09/2022;Floreal;SP;B
P4;25/09/2022;Pimenta Bueno;RO;B
P4;25/09/2022;Catunda;CE;A
P4;25/09/2022;Itabaianinha;SE;A
P4;25/09/2022;Figueirópolis;TO;A
P4;25/09/2022;Pracuúba;AP;A
P4;25/09/2022;Sooretama;ES;B
P4;25/09/2022;São José da Laje;AL;A
P4;25/09/2022;Itacoatiara;AM;B
P4;25/09/2022;Palmas;TO;B
P4;25/09/2022;Campo Verde;MT;B
P4;25/09/2022;Alto Alegre;RR;B
P4;25/09/2022;Boa Vista;RR;B
P4;25/09/2022;Rio Branco;AC;B
P4;25/09/2022;Urutaí;GO;B
P4;25/09/2022;Formosa do Oeste;PR;B
P4;25/09/2022;Laranjal do Jari;AP;B
P4;25/09/2022;Vitória;ES;B
P4;25/09/2022;Anápolis;GO;A
P4;25/09/2022;Itarema;CE;A
P4;25/09/2022;Palmeira dos Índios;AL;A
P4;25/09/2022;Rio Quente;GO;B
P4;25/09/2022;Manaus;AM;B
P4;25/09/2022;Santa Tereza;RS;B
P4;25/09/2022;Cutias;AP;B
P4;25/09/2022;Governador Lindenberg;ES;B
P4;25/09/2022;Pimenta Bueno;RO;B
P4;25/09/2022;João Pessoa;PB;A
P4;25/09/2022;Matão;SP;B
P4;25/09/2022;Assis Brasil;AC;B
P4;25/09/2022;Dourados;MS;A
P4;25/09/2022;Porto Walter;AC;B
