ID_PESQUISA;DATA_PESQUISA;MUNICÍPIO;ESTADO;INTENÇÃO DE VOTO
P5;02/10/2022;Suzano;SP;B
P5;02/10/2022;Conceição da Feira;BA;B
P5;02/10/2022;Sorocaba;SP;A
P5;02/10/2022;Caicó;RN;A
P5;02/10/2022;Curitiba;PR;B
P5;02/10/2022;Jordão;AC;B
P5;02/10/2022;Lobato;PR;B
P5;02/10/2022;Coité do Nóia;AL;A
P5;02/10/2022;São José do Rio Pardo;SP;B
P5;02/10/2022;Três Lagoas;MS;B
P5;02/10/2022;Presidente Figueiredo;AM;B
P5;02/10/2022;Camapuã;MS;B
P5;02/10/2022;Pimenta Bueno;RO;B
P5;02/10/2022;Cajazeiras;PB;A
P5;02/10/2022;Camapuã;MS;B
P5;02/10/2022;São Miguel Arcanjo;SP;B
P5;02/10/2022;Marechal Thaumaturgo;AC;B
P5;02/10/2022;Brasília;DF;B
P5;02/10/2022;Barcarena;PA;A
P5;02/10/2022;Inhapi;AL;B
P5;02/10/2022;São Mateus;ES;B
P5;02/10/2022;Boca do Acre;AM;A
P5;02/10/2022;Porto Seguro;BA;A
P5;02/10/2022;Paraíba do Sul;RJ;B
P5;02/10/2022;Tatuí;SP;A
P5;02/10/2022;Rio Maria;PA;A
P5;02/10/2022;Mandirituba;PR;B
P5;02/10/2022;Itapajé;CE;A
P5;02/10/2022;São Bento do Sapucaí;SP;B
P5;02/10/2022;Anhumas;SP;B
P5;02/10/2022;Nova Andradina;MS;B
P5;02/10/2022;Bacurituba;MA;B
P5;02/10/2022;Buenos Aires;PE;A
P5;02/10/2022;Placas;PA;B
P5;02/10/2022;Caieiras;SP;B
P5;02/10/2022;Belo Horizonte;MG;B
P5;02/10/2022;Igaci;AL;B
P5;02/10/2022;São José do Calçado;ES;A
P5;02/10/2022;Itaboraí;RJ;A
P5;02/10/2022;Caiçara;PB;A
P5;02/10/2022;Gravataí;RS;B
P5;02/10/2022;Maceió;AL;B
P5;02/10/2022;Cumaru;PE;B
P5;02/10/2022;Pedro Canário;ES;A
P5;02/10/2022;Marapanim;PA;B
P5;02/10/2022;Caldas Novas;GO;A
P5;02/10/2022;Canoas;RS;B
P5;02/10/2022;São João do Ivaí;PR;A
P5;02/10/2022;Araguaçu;TO;B
P5;02/10/2022;Algodão de Jandaíra;PB;A
P5;02/10/2022;Rio das Ostras;RJ;B
P5;02/10/2022;São Cristóvão;SE;A
P5;02/10/2022;São Gonçalo do Amarante;RN;A
P5;02/10/2022;Campo Grande;AL;B
P5;02/10/2022;São Paulo;SP;B
P5;02/10/2022;Pedro Gomes;MS;B
P5;02/10/2022;São Paulo;SP;A
P5;02/10/2022;Leme;SP;B
P5;02/10/2022;Itapoá;SC;B
P5;02/10/2022;Sidrolândia;MS;A
P5;02/10/2022;Manaquiri;AM;A
P5;02/10/2022;Ponta Grossa;PR;B
P5;02/10/2022;Alto Paraíso;RO;B
P5;02/10/2022;Riachão do Dantas;SE;B
P5;02/10/2022;Indiaroba;SE;B
P5;02/10/2022;Ubajara;CE;B
P5;02/10/2022;Nova Santa Rita;PI;B
P5;02/10/2022;Santo André;SP;A
P5;02/10/2022;Santana do Araguaia;PA;A
P5;02/10/2022;Magé;RJ;B
P5;02/10/2022;Goianésia;GO;B
P5;02/10/2022;Tubarão;SC;A
P5;02/10/2022;Lins;SP;B
P5;02/10/2022;Camalaú;PB;A
P5;02/10/2022;Boa Vista;RR;A
P5;02/10/2022;Anápolis;GO;A
P5;02/10/2022;Alto Alegre;RR;B
P5;02/10/2022;Ipiranga de Goiás;GO;B
P5;02/10/2022;Aparecida do Taboado;MS;A
P5;02/10/2022;Ministro Andreazza;RO;A
P5;02/10/2022;José Boiteux;SC;B
P5;02/10/2022;Osasco;SP;B
P5;02/10/2022;Laranjal do Jari;AP;B
P5;02/10/2022;Curitiba;PR;B
P5;02/10/2022;Lagarto;SE;A
P5;02/10/2022;Mossoró;RN;B
P5;02/10/2022;Junqueiro;AL;A
P5;02/10/2022;Portão;RS;A
P5;02/10/2022;Castelo;ES;A
P5;02/10/2022;Arcos;MG;A
P5;02/10/2022;Caucaia;CE;B
P5;02/10/2022;Deputado Irapuan Pinheiro;CE;A
P5;02/10/2022;Alto Alegre;RR;A
P5;02/10/2022;Manaquiri;AM;B
P5;02/10/2022;Tabaporã;MT;A
P5;02/10/2022;Águas Formosas;MG;A
P5;02/10/2022;Barcarena;PA;A
P5;02/10/2022;Careiro da Várzea;AM;A
P5;02/10/2022;Rio de Janeiro;RJ;B
P5;02/10/2022;Igarassu;PE;A
P5;02/10/2022;Campo Bom;RS;A
P5;02/10/2022;Novo Repartimento;PA;A
P5;02/10/2022;Belmiro Braga;MG;A
P5;02/10/2022;Barão do Triunfo;RS;B
P5;02/10/2022;Pirambu;SE;A
P5;02/10/2022;Serra do Navio;AP;A
P5;02/10/2022;Heliópolis;BA;B
P5;02/10/2022;Brasília;DF;B
P5;02/10/2022;Alta Floresta D'Oeste;RO;B
P5;02/10/2022;Sena Madureira;AC;B
P5;02/10/2022;Sete Lagoas;MG;B
P5;02/10/2022;Lagoinha;SP;B
P5;02/10/2022;Acrelândia;AC;A
P5;02/10/2022;Amorinópolis;GO;B
P5;02/10/2022;Baixo Guandu;ES;B
P5;02/10/2022;Consolação;MG;A
P5;02/10/2022;Cachoeira do Piriá;PA;B
P5;02/10/2022;Matelândia;PR;A
P5;02/10/2022;Cotriguaçu;MT;A
P5;02/10/2022;Russas;CE;A
P5;02/10/2022;São José das Palmeiras;PR;A
P5;02/10/2022;Pirenópolis;GO;B
P5;02/10/2022;Santa Filomena;PE;A
P5;02/10/2022;São José das Palmeiras;PR;B
P5;02/10/2022;São José;SC;B
P5;02/10/2022;Canguçu;RS;B
P5;02/10/2022;Cotriguaçu;MT;A
P5;02/10/2022;São Domingos do Cariri;PB;B
P5;02/10/2022;Ji-Paraná;RO;B
P5;02/10/2022;São José do Rio Preto;SP;B
P5;02/10/2022;São Miguel Arcanjo;SP;A
P5;02/10/2022;Apucarana;PR;A
P5;02/10/2022;Manaquiri;AM;A
P5;02/10/2022;Ribeirão do Pinhal;PR;B
P5;02/10/2022;Jaboticabal;SP;B
P5;02/10/2022;Cotriguaçu;MT;B
P5;02/10/2022;Carmo;RJ;B
P5;02/10/2022;Costa Marques;RO;A
P5;02/10/2022;Japi;RN;A
P5;02/10/2022;Pimenta Bueno;RO;B
P5;02/10/2022;Anori;AM;B
P5;02/10/2022;Iranduba;AM;A
P5;02/10/2022;Santana do Araguaia;PA;A
P5;02/10/2022;Capixaba;AC;B
P5;02/10/2022;Aparecida de Goiânia;GO;B
P5;02/10/2022;Limoeiro de Anadia;AL;B
P5;02/10/2022;Santópolis do Aguapeí;SP;B
P5;02/10/2022;Santarém;PA;B
P5;02/10/2022;Vila Velha;ES;B
P5;02/10/2022;Jericó;PB;A
P5;02/10/2022;Jundiá;RN;B
P5;02/10/2022;Porto Murtinho;MS;A
P5;02/10/2022;Santana do Araguaia;PA;A
P5;02/10/2022;Santa Maria;RS;B
P5;02/10/2022;Mossoró;RN;B
P5;02/10/2022;Rio das Ostras;RJ;A
P5;02/10/2022;Arapiraca;AL;B
P5;02/10/2022;Itambé;PR;A
P5;02/10/2022;São Francisco;SP;B
P5;02/10/2022;Manaquiri;AM;B
P5;02/10/2022;Três Rios;RJ;B
P5;02/10/2022;Mazagão;AP;A
P5;02/10/2022;Colatina;ES;B
P5;02/10/2022;Alvorada;RS;B
P5;02/10/2022;São Miguel Arcanjo;SP;B
P5;02/10/2022;Tanque do Piauí;PI;B
P5;02/10/2022;Camboriú;SC;B
P5;02/10/2022;Vitória do Xingu;PA;B
P5;02/10/2022;Tabira;PE;B
P5;02/10/2022;Santarém;PA;A
P5;02/10/2022;Cachoeiro de Itapemirim;ES;A
P5;02/10/2022;Guarapari;ES;B
P5;02/10/2022;Cubatão;SP;A
P5;02/10/2022;São Miguel Arcanjo;SP;B
P5;02/10/2022;São José dos Basílios;MA;A
P5;02/10/2022;Irituia;PA;A
P5;02/10/2022;Campo Alegre;AL;A
P5;02/10/2022;Francinópolis;PI;A
P5;02/10/2022;Simão Dias;SE;A
P5;02/10/2022;Plácido de Castro;AC;A
P5;02/10/2022;Divina Pastora;SE;B
P5;02/10/2022;Palmeira das Missões;RS;A
P5;02/10/2022;Rio de Janeiro;RJ;B
P5;02/10/2022;Uberaba;MG;A
P5;02/10/2022;Nova Olímpia;MT;A
P5;02/10/2022;Araquari;SC;B
P5;02/10/2022;São Miguel Arcanjo;SP;A
P5;02/10/2022;Guapé;MG;A
P5;02/10/2022;Mococa;SP;B
P5;02/10/2022;Guarujá;SP;B
P5;02/10/2022;Itariri;SP;A
P5;02/10/2022;São João do Arraial;PI;B
P5;02/10/2022;Vanini;RS;B
P5;02/10/2022;Passa Vinte;MG;B
P5;02/10/2022;Rio das Ostras;RJ;A
P5;02/10/2022;Anajás;PA;A
P5;02/10/2022;Tijucas do Sul;PR;B
P5;02/10/2022;Heitoraí;GO;B
P5;02/10/2022;Ibema;PR;B
P5;02/10/2022;Sidrolândia;MS;B
P5;02/10/2022;Portão;RS;A
P5;02/10/2022;Francisco Alves;PR;B
P5;02/10/2022;Portão;RS;B
P5;02/10/2022;São Paulo;SP;B
P5;02/10/2022;Luzilândia;PI;B
P5;02/10/2022;São João de Meriti;RJ;B
P5;02/10/2022;Mazagão;AP;A
P5;02/10/2022;Sorriso;MT;B
P5;02/10/2022;Naviraí;MS;A
P5;02/10/2022;Sinop;MT;B
P5;02/10/2022;Chapecó;SC;A
P5;02/10/2022;Paulo Afonso;BA;A
P5;02/10/2022;Caridade;CE;A
P5;02/10/2022;Alvorada;TO;A
P5;02/10/2022;Macapá;AP;A
P5;02/10/2022;Mossoró;RN;A
P5;02/10/2022;Porto Velho;RO;B
P5;02/10/2022;São Gonçalo;RJ;A
P5;02/10/2022;Brasília;DF;B
P5;02/10/2022;Atílio Vivácqua;ES;A
P5;02/10/2022;São José da Lapa;MG;B
P5;02/10/2022;Porto Walter;AC;B
P5;02/10/2022;Sena Madureira;AC;A
P5;02/10/2022;Maringá;PR;B
P5;02/10/2022;Rio dos Índios;RS;B
P5;02/10/2022;Bragança;PA;B
P5;02/10/2022;Laranjal do Jari;AP;B
P5;02/10/2022;Cunhataí;SC;B
P5;02/10/2022;Jerônimo Monteiro;ES;A
P5;02/10/2022;Curitiba;PR;B
P5;02/10/2022;Ipirá;BA;A
