ID_PESQUISA;DATA_PESQUISA;MUNICÍPIO;ESTADO;INTENÇÃO DE VOTO
P6;09/10/2022;São Gonçalo;RJ;A
P6;09/10/2022;Camapuã;MS;B
P6;09/10/2022;Maués;AM;A
P6;09/10/2022;Maceió;AL;A
P6;09/10/2022;Natal;RN;B
P6;09/10/2022;Laranjal do Jari;AP;A
P6;09/10/2022;Pequizeiro;TO;B
P6;09/10/2022;Carpina;PE;A
P6;09/10/2022;Coronel Sapucaia;MS;A
P6;09/10/2022;Codó;MA;A
P6;09/10/2022;Amajari;RR;A
P6;09/10/2022;Juruá;AM;B
P6;09/10/2022;Riachão das Neves;BA;B
P6;09/10/2022;Ipixuna do Pará;PA;B
P6;09/10/2022;Boa Vista;RR;A
P6;09/10/2022;Forquilha;CE;B
P6;09/10/2022;Itapebi;BA;A
P6;09/10/2022;Nova Roma;GO;B
P6;09/10/2022;Camapuã;MS;B
P6;09/10/2022;Joinville;SC;A
P6;09/10/2022;Rio Grande;RS;B
P6;09/10/2022;Manaus;AM;A
P6;09/10/2022;Goiânia;GO;B
P6;09/10/2022;Rio Branco;AC;B
P6;09/10/2022;Nova Guarita;MT;A
P6;09/10/2022;Jaru;RO;B
P6;09/10/2022;Cáceres;MT;A
P6;09/10/2022;Bom Jesus do Tocantins;PA;A
P6;09/10/2022;Camocim;CE;A
P6;09/10/2022;Palmeira dos Índios;AL;A
P6;09/10/2022;Boa Vista;RR;B
P6;09/10/2022;Poço Verde;SE;B
P6;09/10/2022;Barra do Piraí;RJ;B
P6;09/10/2022;São José da Laje;AL;B
P6;09/10/2022;Florianópolis;SC;B
P6;09/10/2022;Painel;SC;B
P6;09/10/2022;Brasília;DF;B
P6;09/10/2022;Várzea Grande;MT;B
P6;09/10/2022;Alto Piquiri;PR;A
P6;09/10/2022;Piracaia;SP;B
P6;09/10/2022;Teresina;PI;B
P6;09/10/2022;Rio de Janeiro;RJ;A
P6;09/10/2022;Brasília;DF;B
P6;09/10/2022;Pedra Branca do Amapari;AP;A
P6;09/10/2022;Timon;MA;A
P6;09/10/2022;Brasília;DF;B
P6;09/10/2022;Bonito;BA;A
P6;09/10/2022;Tangará da Serra;MT;A
P6;09/10/2022;Assis Chateaubriand;PR;A
P6;09/10/2022;Nobres;MT;B
P6;09/10/2022;Cachoeirinha;PE;A
P6;09/10/2022;Cachoeiro de Itapemirim;ES;A
P6;09/10/2022;Rio Branco;AC;A
P6;09/10/2022;Terenos;MS;A
P6;09/10/2022;Niterói;RJ;B
P6;09/10/2022;São Benedito do Sul;PE;B
P6;09/10/2022;Manaquiri;AM;B
P6;09/10/2022;Uruguaiana;RS;A
P6;09/10/2022;Presidente Dutra;MA;A
P6;09/10/2022;Laranja da Terra;ES;A
P6;09/10/2022;Campo Novo de Rondônia;RO;B
P6;09/10/2022;Pão de Açúcar;AL;B
P6;09/10/2022;Maceió;AL;B
P6;09/10/2022;Tartarugalzinho;AP;B
P6;09/10/2022;Itajaí;SC;A
P6;09/10/2022;Caçador;SC;B
P6;09/10/2022;Mossoró;RN;B
P6;09/10/2022;Itapiranga;SC;B
P6;09/10/2022;Natal;RN;B
P6;09/10/2022;Catunda;CE;A
P6;09/10/2022;Anaurilândia;MS;B
P6;09/10/2022;Januária;MG;B
P6;09/10/2022;Talismã;TO;B
P6;09/10/2022;Blumenau;SC;A
P6;09/10/2022;Rolândia;PR;B
P6;09/10/2022;Telha;SE;A
P6;09/10/2022;Boa Vista;RR;B
P6;09/10/2022;Piripiri;PI;A
P6;09/10/2022;Vila Velha;ES;A
P6;09/10/2022;Viana;ES;A
P6;09/10/2022;Brasília;DF;A
P6;09/10/2022;Nova Friburgo;RJ;A
P6;09/10/2022;Vargem Grande;MA;A
P6;09/10/2022;Araguaçu;TO;B
P6;09/10/2022;Capixaba;AC;A
P6;09/10/2022;Boa Vista;RR;A
P6;09/10/2022;Água Boa;MT;B
P6;09/10/2022;Batalha;PI;B
P6;09/10/2022;Cotriguaçu;MT;A
P6;09/10/2022;Canguçu;RS;B
P6;09/10/2022;Manicoré;AM;B
P6;09/10/2022;Cruzmaltina;PR;B
P6;09/10/2022;Itapororoca;PB;B
P6;09/10/2022;Cruzeiro;SP;A
P6;09/10/2022;Baía Formosa;RN;A
P6;09/10/2022;Eliseu Martins;PI;A
P6;09/10/2022;Alto Alegre;RR;A
P6;09/10/2022;Borebi;SP;B
P6;09/10/2022;Tapiramutá;BA;A
P6;09/10/2022;Acari;RN;A
P6;09/10/2022;Maranguape;CE;A
P6;09/10/2022;Riacho dos Machados;MG;B
P6;09/10/2022;São Mateus;ES;A
P6;09/10/2022;Barra Velha;SC;B
P6;09/10/2022;Cidelândia;MA;B
P6;09/10/2022;São João da Barra;RJ;B
P6;09/10/2022;Presidente Figueiredo;AM;B
P6;09/10/2022;Mogi das Cruzes;SP;A
P6;09/10/2022;Florianópolis;SC;B
P6;09/10/2022;Vila Valério;ES;A
P6;09/10/2022;Belém;PA;B
P6;09/10/2022;Boca da Mata;AL;B
P6;09/10/2022;Goiânia;GO;A
P6;09/10/2022;Brasília;DF;B
P6;09/10/2022;Curitiba;PR;B
P6;09/10/2022;Santa Cruz do Sul;RS;A
P6;09/10/2022;Salinas da Margarida;BA;B
P6;09/10/2022;Silves;AM;B
P6;09/10/2022;Alto Alegre;RR;B
P6;09/10/2022;Uberaba;MG;B
P6;09/10/2022;Lago da Pedra;MA;B
P6;09/10/2022;Rio das Ostras;RJ;A
P6;09/10/2022;Mazagão;AP;B
P6;09/10/2022;Fagundes Varela;RS;B
P6;09/10/2022;Nazaré da Mata;PE;B
P6;09/10/2022;Cruzeiro do Sul;AC;A
P6;09/10/2022;Recife;PE;A
P6;09/10/2022;Laranjal do Jari;AP;B
P6;09/10/2022;Papanduva;SC;A
P6;09/10/2022;Porto Walter;AC;B
P6;09/10/2022;Buritis;RO;B
P6;09/10/2022;Alto Garças;MT;A
P6;09/10/2022;Rio Branco;AC;B
P6;09/10/2022;Cuiabá;MT;A
P6;09/10/2022;Moju;PA;B
P6;09/10/2022;Vargem Alta;ES;B
P6;09/10/2022;Brasília;DF;A
P6;09/10/2022;Palmas;TO;B
P6;09/10/2022;Manaquiri;AM;A
P6;09/10/2022;Manaus;AM;A
P6;09/10/2022;Ubaporanga;MG;B
P6;09/10/2022;Itapipoca;CE;B
P6;09/10/2022;Xapuri;AC;B
P6;09/10/2022;Brasília;DF;A
P6;09/10/2022;Vitória;ES;A
P6;09/10/2022;Encruzilhada do Sul;RS;A
P6;09/10/2022;Xambioá;TO;B
P6;09/10/2022;Coronel José Dias;PI;A
P6;09/10/2022;Ribeirão das Neves;MG;B
P6;09/10/2022;Aquiraz;CE;B
P6;09/10/2022;Piracuruca;PI;A
P6;09/10/2022;São Miguel;RN;A
P6;09/10/2022;Manaquiri;AM;B
P6;09/10/2022;Almirante Tamandaré;PR;A
P6;09/10/2022;Vale de São Domingos;MT;B
P6;09/10/2022;Uberlândia;MG;B
P6;09/10/2022;Porto Walter;AC;A
P6;09/10/2022;Três Rios;RJ;B
P6;09/10/2022;Manaus;AM;A
P6;09/10/2022;Divina Pastora;SE;A
P6;09/10/2022;Pimenta Bueno;RO;A
P6;09/10/2022;Rondolândia;MT;B
P6;09/10/2022;Marabá;PA;A
P6;09/10/2022;Manaquiri;AM;A
P6;09/10/2022;Laranjal do Jari;AP;A
P6;09/10/2022;Itaquitinga;PE;A
P6;09/10/2022;Cumari;GO;A
P6;09/10/2022;Redenção;PA;B
P6;09/10/2022;São Sebastião;AL;B
P6;09/10/2022;Alto Alegre;RR;B
P6;09/10/2022;São Roque do Canaã;ES;A
P6;09/10/2022;Santo Anastácio;SP;A
P6;09/10/2022;Manaquiri;AM;A
P6;09/10/2022;Caucaia;CE;A
P6;09/10/2022;Diamante D'Oeste;PR;A
P6;09/10/2022;Boa Vista;RR;B
P6;09/10/2022;Camalaú;PB;A
P6;09/10/2022;Brasília;DF;B
P6;09/10/2022;Várzea Grande;MT;B
P6;09/10/2022;Senador Sá;CE;A
P6;09/10/2022;Ponte Alta do Tocantins;TO;A
P6;09/10/2022;Dom Inocêncio;PI;B
P6;09/10/2022;Pracuúba;AP;B
P6;09/10/2022;Mauá;SP;B
P6;09/10/2022;Duque de Caxias;RJ;B
P6;09/10/2022;Toropi;RS;A
P6;09/10/2022;Macapá;AP;B
P6;09/10/2022;Rio Branco;AC;B
P6;09/10/2022;Bayeux;PB;B
P6;09/10/2022;Teresina;PI;A
P6;09/10/2022;Indiara;GO;B
P6;09/10/2022;Anicuns;GO;B
P6;09/10/2022;São José dos Pinhais;PR;A
P6;09/10/2022;Rondolândia;MT;B
P6;09/10/2022;Theobroma;RO;B
P6;09/10/2022;Santa Luzia D'Oeste;RO;B
P6;09/10/2022;São José do Rio Preto;SP;B
P6;09/10/2022;Aquidabã;SE;A
P6;09/10/2022;Feijó;AC;A
P6;09/10/2022;Boa Vista;RR;B
P6;09/10/2022;Barcarena;PA;B
P6;09/10/2022;Sena Madureira;AC;B
P6;09/10/2022;Santa Rosa do Purus;AC;A
P6;09/10/2022;Jaru;RO;B
P6;09/10/2022;Alto Alegre;RR;B
P6;09/10/2022;Santa Rita de Cássia;BA;A
P6;09/10/2022;Camapuã;MS;B
P6;09/10/2022;Taquara;RS;A
P6;09/10/2022;Forquilha;CE;A
P6;09/10/2022;Manacapuru;AM;B
P6;09/10/2022;Tanque do Piauí;PI;A
P6;09/10/2022;Colíder;MT;A
P6;09/10/2022;Bonfim;RR;B
P6;09/10/2022;João Pessoa;PB;A
P6;09/10/2022;Boa Vista;RR;B
P6;09/10/2022;Vila Velha;ES;B
P6;09/10/2022;Teotônio Vilela;AL;B
P6;09/10/2022;Anagé;BA;A
P6;09/10/2022;Nossa Senhora de Lourdes;SE;A
P6;09/10/2022;Araucária;PR;B
P6;09/10/2022;Osasco;SP;A
P6;09/10/2022;Felício dos Santos;MG;A
P6;09/10/2022;Macapá;AP;A
P6;09/10/2022;Macapá;AP;A
P6;09/10/2022;São José das Palmeiras;PR;A
P6;09/10/2022;Mossoró;RN;A
P6;09/10/2022;Manaquiri;AM;A
P6;09/10/2022;Monte Santo de Minas;MG;B
P6;09/10/2022;Lago do Junco;MA;A
P6;09/10/2022;Santana do Acaraú;CE;A
P6;09/10/2022;Parnamirim;RN;B
P6;09/10/2022;Ibicuí;BA;B
P6;09/10/2022;Forquilha;CE;B
P6;09/10/2022;Sousa;PB;A
P6;09/10/2022;Cruzmaltina;PR;B
P6;09/10/2022;Manaus;AM;A
P6;09/10/2022;Itiruçu;BA;A
P6;09/10/2022;Cachoeirinha;TO;B
P6;09/10/2022;Limoeiro de Anadia;AL;A
P6;09/10/2022;Bento Fernandes;RN;A
P6;09/10/2022;Santana do Araguaia;PA;B
P6;09/10/2022;Limoeiro de Anadia;AL;A
P6;09/10/2022;Alto Paraíso;RO;B
P6;09/10/2022;Xinguara;PA;B
P6;09/10/2022;Ouro Preto;MG;A
P6;09/10/2022;Porto Walter;AC;B
P6;09/10/2022;Porto Calvo;AL;B
P6;09/10/2022;Mossoró;RN;A
P6;09/10/2022;São Roque do Canaã;ES;A
P6;09/10/2022;Limoeiro de Anadia;AL;A
P6;09/10/2022;Macapá;AP;B
P6;09/10/2022;Manaus;AM;A
P6;09/10/2022;Magalhães Barata;PA;B
P6;09/10/2022;Maracajá;SC;B
P6;09/10/2022;Santana do Araguaia;PA;A
P6;09/10/2022;Cantá;RR;B
P6;09/10/2022;Paranavaí;PR;B
P6;09/10/2022;Salinas da Margarida;BA;B
P6;09/10/2022;Itatiba;SP;B
P6;09/10/2022;Santa Juliana;MG;B
P6;09/10/2022;Piaçabuçu;AL;A
P6;09/10/2022;São Luís;MA;A
P6;09/10/2022;Cafeara;PR;A
P6;09/10/2022;São Mateus;ES;B
P6;09/10/2022;Aquidabã;SE;A
P6;09/10/2022;Camapuã;MS;A
P6;09/10/2022;Boa Vista;RR;A
P6;09/10/2022;Alto Alegre;RR;B
P6;09/10/2022;Rio das Ostras;RJ;B
P6;09/10/2022;Joinville;SC;A
P6;09/10/2022;Rio Branco;AC;A
P6;09/10/2022;São Miguel Arcanjo;SP;B
P6;09/10/2022;Pedra Branca;PB;B
P6;09/10/2022;Palmeira dos Índios;AL;A
P6;09/10/2022;Campestre do Maranhão;MA;B
P6;09/10/2022;Gouveia;MG;A
P6;09/10/2022;Presidente Prudente;SP;A
P6;09/10/2022;Machadinho D'Oeste;RO;A
P6;09/10/2022;Mari;PB;A
P6;09/10/2022;Piracuruca;PI;B
P6;09/10/2022;Rondolândia;MT;B
P6;09/10/2022;Caracol;MS;B
P6;09/10/2022;Sete Quedas;MS;A
P6;09/10/2022;São Miguel Arcanjo;SP;A
P6;09/10/2022;Corumbá;MS;B
P6;09/10/2022;Pimenta Bueno;RO;B
P6;09/10/2022;Macapá;AP;A
P6;09/10/2022;Santa Terezinha;BA;A
P6;09/10/2022;Formosa do Oeste;PR;B
P6;09/10/2022;São Domingos do Capim;PA;A
P6;09/10/2022;Três Lagoas;MS;A
P6;09/10/2022;#N/D;#N/D;#N/D
P6;09/10/2022;São José da Tapera;AL;A
P6;09/10/2022;Laranjal do Jari;AP;B
P6;09/10/2022;Nova Alvorada do Sul;MS;B
P6;09/10/2022;Aracaju;SE;B
P6;09/10/2022;Macapá;AP;B
P6;09/10/2022;Boa Vista;RR;B
P6;09/10/2022;Barra de Santa Rosa;PB;A
P6;09/10/2022;São Paulo de Olivença;AM;B
P6;09/10/2022;Chupinguaia;RO;B
P6;09/10/2022;Baía Formosa;RN;B
P6;09/10/2022;Carangola;MG;B
P6;09/10/2022;Vilhena;RO;A
P6;09/10/2022;Pureza;RN;B
P6;09/10/2022;Poxoréu;MT;B
P6;09/10/2022;Mossoró;RN;A
P6;09/10/2022;Governador Eugênio Barros;MA;A
P6;09/10/2022;Olho D'Água do Piauí;PI;A
P6;09/10/2022;Vila Velha;ES;A
P6;09/10/2022;Campina Grande;PB;A
P6;09/10/2022;Manoel Ribas;PR;B
P6;09/10/2022;São Paulo de Olivença;AM;B
P6;09/10/2022;Coxim;MS;A
P6;09/10/2022;Cacaulândia;RO;A
P6;09/10/2022;Pedra Branca do Amapari;AP;A
P6;09/10/2022;Manaquiri;AM;A
P6;09/10/2022;Passira;PE;A
P6;09/10/2022;Porto Acre;AC;B
P6;09/10/2022;Mazagão;AP;B
P6;09/10/2022;Capanema;PA;B
P6;09/10/2022;Santo Antônio do Monte;MG;B
P6;09/10/2022;Macapá;AP;A
P6;09/10/2022;Cujubim;RO;B
P6;09/10/2022;Cidade Ocidental;GO;A
P6;09/10/2022;Santo André;SP;B
P6;09/10/2022;Mossoró;RN;A
P6;09/10/2022;São Simão;SP;A
P6;09/10/2022;Chapecó;SC;A
P6;09/10/2022;Cruzmaltina;PR;B
P6;09/10/2022;Brasil Novo;PA;A
P6;09/10/2022;Alto Taquari;MT;B
P6;09/10/2022;Vila Propício;GO;A
P6;09/10/2022;Porto Alegre do Tocantins;TO;A
P6;09/10/2022;Lauro de Freitas;BA;A
P6;09/10/2022;Óbidos;PA;A
P6;09/10/2022;Maricá;RJ;A
P6;09/10/2022;Camapuã;MS;B
P6;09/10/2022;Porto Walter;AC;A
P6;09/10/2022;Poções;BA;B
P6;09/10/2022;Ponte Branca;MT;A
P6;09/10/2022;Campo Grande;MS;B
P6;09/10/2022;Natal;RN;A
P6;09/10/2022;Manaquiri;AM;A
P6;09/10/2022;Brasília;DF;B
P6;09/10/2022;Rinópolis;SP;B
P6;09/10/2022;Paragominas;PA;A
P6;09/10/2022;Pontes e Lacerda;MT;B
P6;09/10/2022;Alto Alegre;RR;A
P6;09/10/2022;Campestre;MG;B
P6;09/10/2022;Boa Vista;RR;B
P6;09/10/2022;Antônio Martins;RN;B
P6;09/10/2022;Guajará-Mirim;RO;B
P6;09/10/2022;Bonito;PA;A
P6;09/10/2022;Buritizeiro;MG;A
P6;09/10/2022;Apiacá;ES;A
P6;09/10/2022;Florianópolis;SC;B
P6;09/10/2022;Epitaciolândia;AC;B
P6;09/10/2022;Carlinda;MT;A
P6;09/10/2022;Boa Vista;RR;B
P6;09/10/2022;Turiaçu;MA;A
P6;09/10/2022;Porto Nacional;TO;A
P6;09/10/2022;São Paulo;SP;B
P6;09/10/2022;Monte das Gameleiras;RN;A
P6;09/10/2022;Goiânia;GO;B
P6;09/10/2022;Holambra;SP;A
P6;09/10/2022;São Pedro dos Crentes;MA;B
P6;09/10/2022;Primeira Cruz;MA;A
P6;09/10/2022;Aurora do Pará;PA;A
P6;09/10/2022;Belmiro Braga;MG;B
P6;09/10/2022;Cuiabá;MT;A
P6;09/10/2022;Aquidabã;SE;A
P6;09/10/2022;Sorriso;MT;B
P6;09/10/2022;Palmeirópolis;TO;B
P6;09/10/2022;Renascença;PR;B
P6;09/10/2022;Joaçaba;SC;B
P6;09/10/2022;Abaiara;CE;A
P6;09/10/2022;Breves;PA;B
P6;09/10/2022;Rio Quente;GO;B
P6;09/10/2022;Manaquiri;AM;B
P6;09/10/2022;Sengés;PR;B
P6;09/10/2022;Berizal;MG;B
P6;09/10/2022;Milhã;CE;A
P6;09/10/2022;Josenópolis;MG;A
P6;09/10/2022;São Sebastião de Lagoa de Roça;PB;A
P6;09/10/2022;Porto Alegre do Tocantins;TO;A
P6;09/10/2022;Alto Alegre;RR;A
P6;09/10/2022;Chupinguaia;RO;B
P6;09/10/2022;Japoatã;SE;B
P6;09/10/2022;Cujubim;RO;B
P6;09/10/2022;Colônia Leopoldina;AL;B
P6;09/10/2022;Coruripe;AL;B
P6;09/10/2022;Extremoz;RN;A
P6;09/10/2022;São Borja;RS;A
P6;09/10/2022;São Mateus do Maranhão;MA;A
P6;09/10/2022;Santa Luzia D'Oeste;RO;B
P6;09/10/2022;Siriri;SE;A
P6;09/10/2022;Porto Alegre;RS;A
P6;09/10/2022;Japoatã;SE;A
P6;09/10/2022;Pancas;ES;B
P6;09/10/2022;Gurupi;TO;A
P6;09/10/2022;Cachoeiro de Itapemirim;ES;B
P6;09/10/2022;Porto Walter;AC;B
P6;09/10/2022;Ponto dos Volantes;MG;B
P6;09/10/2022;Porteirinha;MG;A
P6;09/10/2022;Laranjal do Jari;AP;A
P6;09/10/2022;São Gonçalo do Sapucaí;MG;A
P6;09/10/2022;Forquilha;CE;A
P6;09/10/2022;Limoeiro de Anadia;AL;B
P6;09/10/2022;Pimenta Bueno;RO;A
P6;09/10/2022;Placas;PA;B
P6;09/10/2022;Cruzeiro do Sul;AC;A
P6;09/10/2022;São João da Barra;RJ;B
P6;09/10/2022;Atalaia do Norte;AM;B
P6;09/10/2022;Careiro;AM;A
P6;09/10/2022;Porto Velho;RO;A
P6;09/10/2022;Araguatins;TO;B
P6;09/10/2022;Aracaju;SE;B
P6;09/10/2022;Jacobina do Piauí;PI;B
P6;09/10/2022;Nova Russas;CE;A
P6;09/10/2022;Brasília;DF;A
P6;09/10/2022;Balneário Arroio do Silva;SC;B
P6;09/10/2022;Pocrane;MG;A
P6;09/10/2022;Guaraí;TO;A
P6;09/10/2022;Brasília;DF;B
P6;09/10/2022;Japoatã;SE;A
P6;09/10/2022;Forquilha;CE;B
P6;09/10/2022;São João dos Patos;MA;A
P6;09/10/2022;Boa Vista;RR;B
P6;09/10/2022;Boa Vista;RR;B
P6;09/10/2022;Conceição do Coité;BA;A
P6;09/10/2022;Mantenópolis;ES;B
P6;09/10/2022;Carmo;RJ;A
P6;09/10/2022;Campinápolis;MT;B
P6;09/10/2022;Alcântara;MA;A
P6;09/10/2022;Florânia;RN;A
P6;09/10/2022;Quixaba;PE;B
P6;09/10/2022;Crateús;CE;A
P6;09/10/2022;Bezerros;PE;A
P6;09/10/2022;Camapuã;MS;A
P6;09/10/2022;Lagoa dos Patos;MG;A
P6;09/10/2022;Ibirité;MG;B
P6;09/10/2022;Monsenhor Tabosa;CE;A
P6;09/10/2022;São Miguel do Tapuio;PI;B
P6;09/10/2022;Mesquita;RJ;A
P6;09/10/2022;Couto Magalhães;TO;A
P6;09/10/2022;Brasília;DF;A
P6;09/10/2022;Barcelona;RN;A
P6;09/10/2022;Quixaba;PE;A
P6;09/10/2022;Curuá;PA;A
P6;09/10/2022;São Paulo;SP;B
P6;09/10/2022;Porto Alegre;RS;B
P6;09/10/2022;Pio IX;PI;B
P6;09/10/2022;Leopoldo de Bulhões;GO;B
P6;09/10/2022;Pilar do Sul;SP;B
P6;09/10/2022;Muricilândia;TO;A
P6;09/10/2022;Itaquitinga;PE;A
P6;09/10/2022;Apiacá;ES;A
P6;09/10/2022;Artur Nogueira;SP;B
P6;09/10/2022;Anajás;PA;A
P6;09/10/2022;Salinas da Margarida;BA;A
P6;09/10/2022;Novo Jardim;TO;A
P6;09/10/2022;Exu;PE;A
P6;09/10/2022;Palmitinho;RS;B
P6;09/10/2022;Cosmorama;SP;A
P6;09/10/2022;Novo Hamburgo;RS;B
P6;09/10/2022;Cruzeiro do Sul;AC;A
P6;09/10/2022;Florianópolis;SC;B
P6;09/10/2022;Ji-Paraná;RO;B
P6;09/10/2022;Paulista;PB;A
P6;09/10/2022;Aracaju;SE;A
P6;09/10/2022;Teresina;PI;A
P6;09/10/2022;Brusque;SC;B
P6;09/10/2022;Bom Jesus;PI;B
P6;09/10/2022;Gonzaga;MG;B
P6;09/10/2022;Tefé;AM;B
P6;09/10/2022;Carangola;MG;B
P6;09/10/2022;Itagi;BA;A
P6;09/10/2022;Jaborandi;BA;B
P6;09/10/2022;Jaru;RO;B
P6;09/10/2022;Joinville;SC;B
P6;09/10/2022;São José do Peixe;PI;B
P6;09/10/2022;Rio Largo;AL;A
P6;09/10/2022;Mirador;MA;A
P6;09/10/2022;Cotriguaçu;MT;A
P6;09/10/2022;Porto Alegre;RS;B
P6;09/10/2022;São José das Palmeiras;PR;B
P6;09/10/2022;Campos Borges;RS;A
P6;09/10/2022;Jardim;MS;A
P6;09/10/2022;Bonito;MS;B
P6;09/10/2022;Alto Alegre;RR;A
P6;09/10/2022;Goianésia;GO;A
P6;09/10/2022;Papanduva;SC;B
P6;09/10/2022;São Raimundo das Mangabeiras;MA;B
P6;09/10/2022;São Miguel do Aleixo;SE;B
P6;09/10/2022;Bragança;PA;A
P6;09/10/2022;Goianésia;GO;B
P6;09/10/2022;Tartarugalzinho;AP;B
P6;09/10/2022;Congonhinhas;PR;B
P6;09/10/2022;Corrente;PI;B
P6;09/10/2022;Planalto;PR;B
P6;09/10/2022;São Domingos do Capim;PA;B
P6;09/10/2022;Recife;PE;A
P6;09/10/2022;Almenara;MG;A
P6;09/10/2022;Brasília;DF;A
P6;09/10/2022;Itacoatiara;AM;A
P6;09/10/2022;Santa Cruz da Baixa Verde;PE;A
P6;09/10/2022;Capela;SE;A
P6;09/10/2022;Bela Cruz;CE;B
P6;09/10/2022;Brejo Santo;CE;B
P6;09/10/2022;Lobato;PR;B
P6;09/10/2022;Bezerros;PE;B
P6;09/10/2022;Vanini;RS;B
P6;09/10/2022;Maceió;AL;A
P6;09/10/2022;Cachoeira do Sul;RS;B
P6;09/10/2022;Camalaú;PB;A
P6;09/10/2022;Vianópolis;GO;A
P6;09/10/2022;Camapuã;MS;B
P6;09/10/2022;Dourados;MS;B
P6;09/10/2022;Concórdia do Pará;PA;B
P6;09/10/2022;São Joaquim;SC;B
P6;09/10/2022;Brasília;DF;A
P6;09/10/2022;Assis Chateaubriand;PR;B
P6;09/10/2022;Porto Velho;RO;B
P6;09/10/2022;Campo Grande;MS;B
P6;09/10/2022;Pastos Bons;MA;A
P6;09/10/2022;São José dos Pinhais;PR;A
P6;09/10/2022;Amorinópolis;GO;A
P6;09/10/2022;Duque de Caxias;RJ;A
P6;09/10/2022;Raul Soares;MG;A
P6;09/10/2022;Serra;ES;B
P6;09/10/2022;Brasília;DF;B
P6;09/10/2022;Vassouras;RJ;B
P6;09/10/2022;Buritis;RO;B
P6;09/10/2022;Parnaguá;PI;A
P6;09/10/2022;São Bento do Trairí;RN;A
P6;09/10/2022;Tanque do Piauí;PI;A
P6;09/10/2022;São José do Rio Preto;SP;B
P6;09/10/2022;Seropédica;RJ;B
P6;09/10/2022;Forquilha;CE;B
P6;09/10/2022;Anajás;PA;B
P6;09/10/2022;Pirenópolis;GO;A
P6;09/10/2022;Aparecida de Goiânia;GO;B
P6;09/10/2022;Porto Acre;AC;B
P6;09/10/2022;São Miguel Arcanjo;SP;A
P6;09/10/2022;Canhoba;SE;B
P6;09/10/2022;Vila Velha;ES;A
P6;09/10/2022;Nova Olinda;TO;A
